case_id;activity;timestamp
35;2;2010-02-12 14:15:28
35;3;2011-01-19 17:00:23
36;0;2010-01-13 08:40:25
36;1;2010-01-29 08:52:27
36;2;2010-01-29 08:52:34
36;3;2010-02-13 08:52:48
36;3;2010-02-13 08:52:48
37;0;2010-01-13 12:26:04
37;1;2010-01-19 09:26:05
37;2;2010-01-19 09:28:50
37;3;2010-02-13 12:00:28
38;0;2010-01-13 12:30:37
38;0;2010-01-27 13:31:11
38;1;2010-01-27 13:31:18
38;2;2010-01-27 13:31:24
38;1;2010-01-27 15:59:14
38;2;2010-01-27 15:59:23
38;3;2010-05-03 16:01:37
38;3;2010-11-02 15:59:39
39;0;2010-01-13 13:09:31
39;1;2010-01-26 09:50:48
39;2;2010-01-26 09:50:55
39;3;2010-02-13 13:10:27
39;3;2010-02-13 13:10:27
40;0;2010-01-13 17:25:25
40;0;2010-01-13 17:25:38
40;1;2010-01-14 11:42:31
40;2;2010-01-14 11:42:37
40;3;2010-02-13 17:01:54
41;0;2010-01-14 09:10:48
41;0;2010-01-14 09:11:02
41;1;2010-01-20 09:15:20
41;2;2010-01-20 09:26:05
41;3;2010-06-03 09:26:32
42;0;2010-01-14 09:52:50
42;2;2010-02-17 09:44:53
42;3;2010-02-17 09:44:59
42;1;2010-09-02 15:01:11
43;1;2010-01-02 11:43:31
43;0;2010-01-14 10:35:38
43;0;2010-01-14 10:35:57
43;3;2010-02-27 11:00:17
43;2;2010-12-02 11:00:01
44;1;2010-01-02 08:16:26
44;2;2010-01-02 08:30:33
44;0;2010-01-15 17:11:07
44;3;2010-02-16 08:30:55
45;0;2010-01-18 09:30:02
45;1;2010-01-18 09:30:24
45;2;2010-01-18 09:32:21
45;3;2010-03-03 09:40:25
46;0;2010-01-19 09:11:08
46;1;2010-01-21 09:14:12
46;2;2010-01-21 10:08:05
46;3;2010-02-19 09:20:25
47;0;2010-01-19 17:01:04
47;3;2010-02-26 14:31:15
47;1;2010-11-02 14:30:44
47;2;2010-11-02 14:30:56
48;0;2010-01-21 08:49:07
48;1;2010-02-19 10:43:41
48;2;2010-02-19 10:43:47
48;3;2010-03-21 10:44:31
49;0;2010-01-21 08:52:31
49;1;2010-02-17 10:05:11
49;2;2010-02-17 10:05:17
49;3;2010-04-03 10:05:28
50;0;2010-01-21 08:53:28
50;0;2010-01-21 08:53:34
50;1;2010-01-21 08:53:40
50;2;2010-01-26 14:06:53
50;3;2010-06-03 09:00:57
51;0;2010-01-21 08:57:25
51;0;2010-01-21 08:57:35
51;3;2010-02-03 16:18:12
51;1;2010-02-15 16:17:46
51;2;2010-02-15 16:17:57
52;0;2010-01-22 08:17:33
52;1;2010-01-22 08:46:15
52;2;2010-01-25 13:23:52
52;3;2010-03-14 10:38:11
53;0;2010-01-22 11:09:40
53;1;2010-01-22 11:09:51
53;2;2010-01-22 11:09:59
53;3;2010-11-03 11:10:33
54;0;2010-01-22 14:49:01
54;1;2010-01-22 14:49:10
54;1;2010-02-22 13:53:42
54;2;2010-02-22 13:53:49
54;3;2010-09-03 13:54:07
55;0;2010-01-26 11:36:21
55;1;2010-01-26 11:36:30
55;2;2010-01-26 16:06:29
55;1;2010-01-27 14:28:58
55;2;2010-08-02 11:54:13
55;3;2010-11-03 11:40:48
56;0;2010-01-26 14:14:39
56;1;2010-09-02 16:14:20
56;2;2010-09-02 16:14:25
56;3;2010-11-03 16:14:54
57;0;2010-01-29 10:14:43
57;1;2010-01-29 10:14:56
57;2;2010-01-29 10:15:02
57;3;2010-03-03 10:20:47
58;0;2010-02-02 09:49:41
58;0;2010-02-15 15:57:27
58;1;2010-02-15 15:57:33
58;2;2010-02-15 15:57:38
58;3;2010-05-03 09:50:31
59;0;2010-02-02 09:52:38
59;1;2010-02-17 16:24:59
59;2;2010-02-19 08:23:45
59;3;2010-06-03 08:24:05
60;0;2010-02-02 09:57:11
60;1;2010-02-02 09:57:23
60;2;2010-02-02 09:57:29
60;3;2010-03-18 10:00:48
61;0;2010-02-02 10:17:37
61;1;2010-02-15 16:21:37
61;2;2010-02-15 16:22:30
61;3;2010-03-20 10:20:28
62;0;2010-02-02 10:18:33
62;3;2010-03-20 13:45:16
62;0;2010-05-03 12:28:51
62;1;2010-05-03 12:28:58
62;2;2010-05-03 13:45:01
63;0;2010-02-02 13:49:13
63;0;2010-02-02 14:04:15
63;1;2010-03-02 14:27:07
63;2;2010-03-02 14:27:16
63;3;2010-03-18 13:50:26
64;0;2010-02-04 07:21:01
64;0;2010-02-04 07:26:37
64;1;2010-04-05 08:33:59
64;2;2010-04-05 08:57:35
64;2;2010-04-05 08:57:50
64;2;2010-04-05 08:57:54
64;3;2010-05-19 08:58:23
65;0;2010-02-04 12:37:23
65;1;2010-04-27 08:07:43
65;5;2010-04-27 08:45:55
65;1;2010-04-28 14:45:48
65;2;2010-04-28 14:53:24
65;3;2010-05-13 14:53:44
66;0;2010-02-07 10:21:00
66;1;2010-07-26 12:40:46
66;2;2010-07-26 12:41:00
66;1;2010-07-27 14:31:16
66;2;2010-07-27 16:19:22
66;3;2010-11-08 16:19:36
67;0;2010-02-07 10:37:18
67;1;2010-02-07 13:38:42
67;5;2010-02-07 13:39:52
67;3;2010-04-08 10:40:46
67;1;2010-07-13 15:01:23
67;2;2010-07-13 15:01:37
68;0;2010-02-07 10:46:43
68;1;2010-07-29 10:19:53
68;2;2010-07-29 10:32:48
68;3;2010-08-13 10:32:57
69;0;2010-02-07 11:01:32
69;5;2010-05-07 16:25:56
69;1;2010-05-08 07:41:03
69;2;2010-05-08 07:41:11
69;3;2010-08-20 07:41:29
70;0;2010-02-08 08:25:40
70;1;2010-02-08 08:26:17
70;5;2010-02-08 08:26:40
70;1;2010-02-08 08:49:52
70;2;2010-02-08 08:50:14
70;3;2010-09-19 08:30:59
71;0;2010-02-08 11:11:38
71;1;2010-03-09 13:18:12
71;2;2010-03-09 13:18:27
71;3;2010-09-18 13:18:47
72;0;2010-02-08 14:11:07
72;1;2010-02-08 15:12:28
72;5;2010-02-08 15:14:30
72;3;2010-02-09 14:20:17
72;1;2010-03-08 07:58:31
72;2;2010-03-08 07:59:14
73;3;2010-01-10 13:57:52
73;0;2010-02-08 15:40:51
73;0;2010-03-08 11:10:25
73;1;2010-03-08 11:10:37
73;2;2010-06-08 12:58:44
73;1;2010-08-23 08:54:24
73;5;2010-08-27 15:04:37
73;1;2010-09-16 13:57:16
73;2;2010-09-16 13:57:32
74;4;2010-02-08 16:27:30
74;3;2010-02-09 16:00:16
74;0;2010-03-08 10:36:31
74;1;2010-03-08 10:36:49
74;2;2010-03-08 10:38:25
75;4;2010-02-09 09:32:24
75;0;2010-02-09 14:42:45
75;1;2010-03-09 08:47:27
75;2;2010-03-09 08:47:36
75;3;2010-05-10 09:40:32
75;1;2010-08-09 12:53:51
75;2;2010-08-09 14:12:40
76;0;2010-02-09 14:25:24
76;1;2010-02-09 14:27:27
76;2;2010-02-09 14:28:29
76;3;2010-05-10 14:30:41
77;0;2010-02-11 13:49:59
77;1;2010-03-11 14:06:18
77;5;2010-03-11 14:06:51
77;3;2010-03-12 09:52:30
77;1;2010-11-18 09:52:12
77;2;2010-11-18 09:52:18
78;0;2010-02-11 16:29:08
78;1;2010-02-11 16:29:44
78;3;2010-03-12 16:31:10
78;2;2010-04-11 10:44:24
79;0;2010-02-12 09:09:12
79;0;2010-02-12 09:09:36
79;1;2010-03-12 08:01:18
79;2;2010-03-12 08:09:56
79;3;2011-01-16 09:10:50
80;0;2010-02-12 09:21:12
80;1;2010-02-12 10:16:17
80;5;2010-02-12 10:16:35
80;1;2010-06-12 16:45:40
80;2;2010-06-12 16:45:48
80;3;2011-01-14 16:00:39
81;0;2010-02-12 09:52:55
81;1;2010-02-12 10:10:31
81;2;2010-02-12 10:11:37
81;3;2011-05-01 10:00:52
82;0;2010-02-12 16:39:04
82;1;2010-12-14 08:17:49
82;3;2011-01-18 15:50:07
82;2;2011-03-01 15:49:52
83;0;2010-02-15 16:21:35
83;1;2010-02-18 13:52:20
83;2;2010-02-18 13:52:30
83;3;2010-03-18 16:30:16
84;0;2010-02-16 10:57:56
84;1;2010-02-16 10:58:09
84;2;2010-02-16 10:58:17
84;3;2010-03-19 11:00:16
85;0;2010-02-16 11:00:09
85;1;2010-02-16 11:00:17
85;2;2010-02-16 11:00:27
85;3;2010-03-19 11:11:08
86;0;2010-02-17 15:36:36
86;1;2010-02-18 14:17:36
86;2;2010-02-18 14:17:42
86;3;2010-03-20 15:40:17
87;0;2010-02-17 16:53:21
87;1;2010-02-23 15:53:52
87;2;2010-02-23 15:53:57
87;3;2010-04-04 16:00:41
88;0;2010-02-19 08:41:28
88;1;2010-02-23 16:20:47
88;3;2010-03-24 08:50:25
88;2;2010-08-03 10:24:35
89;0;2010-02-19 09:26:26
89;3;2010-03-24 11:36:54
89;1;2010-09-03 11:36:35
89;2;2010-09-03 11:36:42
90;0;2010-02-19 09:28:22
90;1;2010-02-19 09:28:30
90;2;2010-02-19 09:28:36
90;3;2010-03-24 09:30:37
91;0;2010-02-19 09:30:34
91;0;2010-02-19 09:30:47
91;5;2010-02-19 09:38:49
91;1;2010-02-24 14:44:53
91;2;2010-02-24 14:45:23
91;3;2010-03-28 08:40:44
92;0;2010-02-19 10:03:38
92;1;2010-02-19 10:16:18
92;2;2010-02-19 10:16:24
92;3;2010-03-24 10:10:44
93;0;2010-02-19 10:40:25
93;0;2010-02-19 10:40:36
93;1;2010-02-23 13:33:27
93;2;2010-02-23 13:33:32
93;3;2010-08-04 09:52:24
94;0;2010-02-19 10:58:32
94;3;2010-03-27 09:14:59
94;1;2010-11-03 14:30:33
94;2;2010-12-03 09:14:41
95;0;2010-02-19 11:03:47
95;1;2010-02-22 13:54:11
95;2;2010-02-22 13:54:17
95;3;2010-03-31 10:13:06
96;0;2010-02-19 11:15:15
96;3;2010-03-23 12:29:15
96;0;2010-05-03 10:10:46
96;1;2010-05-03 11:05:36
96;2;2010-05-03 17:05:32
97;4;2010-02-19 13:43:46
97;0;2010-02-26 10:35:39
97;3;2010-03-23 13:28:34
97;0;2010-05-03 12:29:12
97;1;2010-05-03 12:29:30
97;5;2010-05-03 13:28:44
97;1;2010-08-03 13:28:09
97;2;2010-08-03 13:28:16
98;0;2010-02-19 16:10:34
98;0;2010-02-19 16:11:03
98;1;2010-02-19 16:11:11
98;2;2010-02-22 08:49:09
98;3;2010-03-24 16:20:18
99;0;2010-02-22 14:02:29
99;1;2010-02-22 14:02:39
99;3;2010-03-25 14:10:31
99;2;2010-09-03 16:17:19
100;0;2010-02-22 15:00:57
100;1;2010-02-22 15:01:16
100;5;2010-02-23 15:52:23
100;1;2010-02-24 09:50:30
100;2;2010-02-24 10:29:49
100;3;2010-03-25 15:10:39
101;0;2010-02-23 10:23:50
101;1;2010-02-23 10:24:02
101;6;2010-02-23 15:40:54
101;2;2010-02-23 15:41:00
101;3;2010-08-04 09:30:20
102;3;2010-01-04 10:11:19
102;0;2010-02-23 10:41:22
102;1;2010-03-16 14:25:16
102;2;2010-03-17 11:10:57
103;0;2010-02-23 13:17:01
103;1;2010-02-23 13:17:09
103;2;2010-02-23 13:18:28
103;3;2010-08-04 12:21:57
104;0;2010-02-24 16:03:18
104;1;2010-02-24 16:03:46
104;2;2010-02-24 16:03:51
104;3;2010-09-04 15:11:23
105;0;2010-02-25 09:43:58
105;1;2010-03-24 13:39:00
105;2;2010-03-26 17:42:37
105;1;2010-04-03 16:29:36
105;2;2010-04-03 17:14:36
105;1;2010-05-03 12:14:51
105;5;2010-05-03 12:14:59
105;3;2010-10-04 16:42:55
106;0;2010-02-25 15:07:33
106;1;2010-02-26 15:25:37
106;3;2010-04-14 14:10:36
106;2;2010-12-03 09:50:25
107;0;2010-02-26 10:16:38
107;0;2010-02-26 10:19:46
107;3;2010-04-24 13:46:56
107;1;2010-09-04 13:46:37
107;2;2010-09-04 13:46:44
107;1;2010-11-03 14:29:07
107;5;2010-11-03 14:29:11
108;0;2010-02-26 10:32:49
108;3;2010-03-31 09:40:20
108;1;2010-11-03 17:07:32
108;2;2010-12-03 08:23:33
108;2;2010-12-03 08:23:59
109;3;2010-02-05 10:50:25
109;0;2010-03-03 11:38:08
109;1;2010-03-03 11:41:15
109;2;2010-03-03 11:49:35
110;0;2010-03-05 11:18:49
110;1;2010-03-05 11:20:03
110;5;2010-03-05 11:29:31
110;1;2010-03-05 12:15:04
110;2;2010-03-05 12:15:12
110;3;2010-06-16 11:00:37
111;0;2010-03-05 12:36:18
111;1;2010-04-05 13:23:15
111;2;2010-04-05 13:23:24
111;3;2010-05-06 12:40:17
112;0;2010-03-06 09:42:28
112;1;2010-04-06 09:08:49
112;5;2010-04-06 09:16:28
112;3;2010-06-07 09:50:54
112;1;2010-09-06 10:35:19
112;2;2010-09-06 10:35:26
113;4;2010-03-06 14:42:45
113;0;2010-04-06 07:30:00
113;2;2010-06-16 09:04:09
113;3;2010-07-17 14:50:24
113;1;2010-09-06 15:39:17
114;0;2010-03-08 06:59:33
114;3;2010-09-15 16:01:46
114;1;2010-10-08 13:36:01
114;2;2010-10-08 13:36:24
115;0;2010-03-08 13:32:39
115;1;2010-03-09 13:20:03
115;2;2010-03-09 13:20:38
115;3;2010-09-18 13:20:54
116;0;2010-03-09 07:13:54
116;2;2010-09-15 09:08:00
116;1;2010-10-09 15:23:23
116;3;2010-10-30 09:08:31
117;0;2010-03-09 07:48:05
117;3;2010-06-10 07:50:29
117;1;2010-09-09 11:59:32
117;2;2010-09-09 12:08:56
118;0;2010-03-09 07:56:15
118;1;2010-09-09 08:51:40
118;2;2010-09-09 08:52:05
118;1;2010-09-09 08:53:08
118;2;2010-09-09 15:55:18
118;1;2010-09-14 10:13:11
118;6;2010-09-27 15:59:38
118;2;2010-10-13 16:02:09
118;3;2010-10-28 16:02:25
119;0;2010-03-09 08:07:04
119;1;2010-03-09 08:18:02
119;2;2010-03-09 08:19:45
119;3;2010-10-21 08:11:14
120;0;2010-03-09 08:36:48
120;1;2010-03-09 12:58:08
120;3;2010-07-10 09:58:50
120;5;2010-09-09 10:27:49
120;1;2010-09-21 09:28:54
120;2;2010-09-22 09:58:32
121;0;2010-03-09 08:38:27
121;0;2010-03-09 08:48:54
121;1;2010-06-09 15:27:05
121;2;2010-06-09 15:28:17
121;3;2010-10-13 08:40:41
122;0;2010-03-09 08:49:02
122;1;2010-09-09 10:01:32
122;2;2010-09-09 10:12:29
122;3;2010-10-21 08:50:25
123;0;2010-03-09 08:51:50
123;1;2010-03-09 09:02:39
123;2;2010-03-09 10:55:39
123;3;2010-10-13 09:00:30
124;0;2010-03-09 08:54:29
124;1;2010-03-09 08:55:42
124;2;2010-03-09 08:56:04
124;1;2010-03-09 08:57:55
124;2;2010-03-09 08:58:38
124;3;2010-06-10 09:00:19
125;4;2010-03-09 09:11:07
125;0;2010-03-09 12:30:50
125;1;2010-09-13 13:14:24
125;2;2010-09-13 13:15:01
125;3;2010-10-28 13:15:33
126;0;2010-03-09 09:30:10
126;3;2010-06-10 09:40:39
126;1;2010-08-09 09:23:34
126;2;2010-08-09 09:24:25
127;3;2010-01-11 16:40:54
127;0;2010-03-09 15:38:46
127;1;2010-03-09 15:39:47
127;2;2010-03-09 15:40:01
128;0;2010-03-09 15:49:04
128;1;2010-03-09 15:49:19
128;5;2010-03-09 15:50:08
128;3;2010-06-10 07:52:39
128;1;2010-09-13 10:58:22
128;5;2010-09-13 10:58:31
128;1;2010-09-21 07:52:04
128;2;2010-09-21 07:52:18
129;3;2010-01-11 17:00:52
129;4;2010-03-09 16:00:06
129;0;2010-03-09 16:00:30
129;1;2010-03-09 16:00:57
129;2;2010-06-09 09:02:43
130;0;2010-03-12 10:11:01
130;1;2010-03-12 11:46:29
130;2;2010-03-12 13:52:46
130;1;2010-03-12 15:57:03
130;6;2010-06-12 09:37:28
130;2;2010-06-12 15:46:07
130;3;2011-01-19 10:21:13
131;0;2010-03-12 11:16:36
131;1;2010-12-17 10:46:01
131;2;2010-12-28 08:51:11
131;3;2011-12-01 08:51:21
132;0;2010-03-12 11:27:37
132;1;2010-12-14 08:18:01
132;3;2011-01-18 15:47:36
132;2;2011-03-01 15:47:15
133;0;2010-03-12 13:36:26
133;1;2010-06-12 07:48:39
133;2;2010-06-12 08:00:53
133;3;2011-04-01 13:40:29
134;0;2010-03-12 14:03:28
134;1;2010-06-12 08:19:24
134;2;2010-10-12 09:43:17
134;3;2011-01-19 14:10:24
135;0;2010-03-12 15:23:35
135;1;2010-12-17 08:25:28
135;2;2010-12-20 16:15:09
135;3;2011-04-01 16:15:19
136;3;2010-01-05 15:02:27
136;0;2010-03-15 08:06:20
136;1;2010-03-15 08:06:36
136;2;2010-04-16 15:02:04
137;4;2010-03-15 10:35:48
137;0;2010-03-15 10:35:57
137;1;2010-03-15 10:36:06
137;2;2010-03-15 11:12:05
137;3;2010-04-21 09:40:40
138;0;2010-03-15 15:42:39
138;0;2010-03-15 15:50:35
138;1;2010-03-16 10:53:17
138;2;2010-03-16 10:53:29
138;2;2010-03-24 08:23:18
138;3;2010-04-28 14:50:24
139;0;2010-03-16 07:57:21
139;0;2010-03-16 13:40:45
139;1;2010-03-19 11:09:53
139;2;2010-03-19 11:09:58
139;2;2010-03-19 11:10:11
139;3;2010-04-30 16:00:29
140;0;2010-03-16 07:59:03
140;1;2010-03-17 09:02:03
140;2;2010-03-17 09:49:51
140;3;2010-04-21 16:00:28
141;2;2010-01-04 08:48:34
141;0;2010-03-16 08:04:03
141;1;2010-03-16 08:04:15
141;3;2010-04-16 08:48:47
142;0;2010-03-16 08:09:09
142;1;2010-03-16 14:26:25
142;2;2010-03-16 14:28:38
142;3;2010-04-29 07:10:44
143;0;2010-03-17 08:11:26
143;1;2010-03-19 15:10:09
143;2;2010-03-22 14:30:07
143;3;2010-04-17 07:20:27
144;0;2010-03-17 08:21:44
144;1;2010-03-17 08:21:53
144;2;2010-04-23 07:36:36
144;3;2010-08-05 07:36:49
145;4;2010-03-17 09:03:18
145;0;2010-03-17 09:04:13
145;1;2010-03-17 09:04:20
145;2;2010-03-17 09:09:08
145;3;2010-04-30 08:10:20
146;0;2010-03-17 13:26:12
146;1;2010-03-24 11:08:19
146;2;2010-03-26 10:21:17
146;3;2010-04-25 09:21:42
147;0;2010-03-17 13:29:20
147;1;2010-03-17 13:29:28
147;5;2010-03-18 11:18:34
147;1;2010-03-23 15:10:04
147;2;2010-03-23 15:10:09
147;3;2010-04-17 12:30:14
148;0;2010-03-18 11:38:10
148;1;2010-03-18 11:53:56
148;2;2010-03-18 13:37:24
148;3;2010-04-24 10:40:36
149;3;2010-01-05 10:50:28
149;0;2010-03-18 11:41:30
149;0;2010-03-18 11:41:42
149;1;2010-03-18 11:42:31
149;2;2010-03-18 11:42:36
150;0;2010-03-19 11:43:08
150;1;2010-03-19 11:43:18
150;2;2010-03-19 11:50:25
150;3;2010-05-17 10:50:43
151;0;2010-03-19 11:56:16
151;1;2010-03-22 14:33:21
151;2;2010-03-22 14:33:58
151;3;2010-04-21 11:00:20
152;0;2010-03-19 12:00:02
152;1;2010-03-22 16:16:37
152;2;2010-03-30 13:46:08
152;3;2010-04-21 11:00:40
153;0;2010-03-19 14:44:32
153;3;2010-04-24 13:44:21
153;1;2010-09-04 13:43:57
153;2;2010-09-04 13:44:01
154;0;2010-03-19 14:50:02
154;1;2010-03-25 11:05:13
154;5;2010-03-26 14:22:38
154;1;2010-04-29 08:37:40
154;2;2010-04-29 08:37:51
154;3;2010-05-14 08:38:13
155;1;2010-02-04 10:14:27
155;0;2010-03-19 15:07:01
155;2;2010-04-26 15:52:28
155;3;2010-10-05 09:37:08
156;3;2010-01-05 15:56:07
156;0;2010-03-19 15:24:30
156;1;2010-03-22 14:43:02
156;5;2010-03-22 14:43:09
156;1;2010-03-22 14:45:17
156;5;2010-03-22 14:45:24
156;1;2010-04-16 15:55:48
156;2;2010-04-16 15:55:53
157;0;2010-03-19 15:46:29
157;0;2010-03-19 15:46:50
157;1;2010-03-19 15:47:09
157;2;2010-04-20 08:27:07
157;3;2010-05-05 08:27:22
158;0;2010-03-22 10:55:08
158;1;2010-03-29 08:42:13
158;2;2010-04-26 14:02:46
158;3;2010-11-05 14:02:57
159;0;2010-03-22 16:51:36
159;1;2010-04-29 13:01:59
159;2;2010-04-29 13:02:06
159;3;2010-05-14 13:02:21
160;0;2010-03-22 16:54:42
160;1;2010-03-23 09:04:08
160;2;2010-03-23 09:04:16
160;3;2010-04-22 16:05:21
161;0;2010-03-23 08:10:15
161;0;2010-03-24 08:39:07
161;1;2010-03-24 08:39:20
161;3;2010-05-21 07:36:57
161;2;2010-06-05 07:36:35
162;0;2010-03-23 10:56:16
162;1;2010-03-23 13:35:08
162;2;2010-03-23 13:35:13
162;3;2010-06-05 10:00:51
163;0;2010-03-23 13:44:27
163;1;2010-03-23 14:04:06
163;2;2010-03-23 14:04:11
163;3;2010-04-30 12:51:02
164;4;2010-03-23 15:08:00
164;0;2010-03-23 15:08:15
164;1;2010-03-23 15:08:32
164;2;2010-03-23 15:27:29
164;3;2010-04-23 14:10:22
165;0;2010-03-24 11:14:07
165;0;2010-03-24 11:14:29
165;1;2010-03-24 11:14:37
165;2;2010-03-24 11:14:41
165;3;2010-04-28 10:21:00
166;0;2010-03-24 11:24:08
166;1;2010-03-24 11:24:16
166;2;2010-04-14 14:51:34
166;3;2010-04-29 14:51:50
