case_id,activity,timestamp
40,24,2018-02-02 15:01:00
40,24,2018-02-13 13:25:00
40,2,2018-02-15 15:53:00
40,3,2018-04-26 11:14:00
40,1,2018-08-02 07:39:00
41,0,2018-01-02 10:12:00
41,24,2018-02-02 15:01:00
41,1,2018-02-13 13:59:00
41,2,2018-02-14 13:59:00
41,3,2018-04-26 11:14:00
42,0,2018-01-02 10:13:00
42,2,2018-02-19 08:21:00
42,1,2018-02-19 16:53:00
42,9,2018-02-19 17:01:00
42,3,2018-07-06 13:10:00
43,0,2018-01-02 10:13:00
43,2,2018-02-19 08:21:00
43,1,2018-02-19 16:53:00
43,9,2018-02-19 17:01:00
43,3,2018-07-06 13:10:00
44,0,2018-01-02 10:15:00
44,3,2018-04-26 11:13:00
44,2,2018-07-02 11:22:00
44,1,2018-08-02 08:38:00
44,9,2018-08-02 16:49:00
45,0,2018-01-02 10:16:00
45,1,2018-02-15 13:58:00
45,2,2018-02-24 07:31:00
45,3,2018-05-24 13:32:00
46,0,2018-01-02 10:16:00
46,1,2018-02-15 13:58:00
46,2,2018-02-24 07:31:00
46,3,2018-05-24 13:32:00
47,0,2018-01-02 10:27:00
47,1,2018-02-19 08:41:00
47,9,2018-02-19 17:01:00
47,3,2018-04-26 11:13:00
48,0,2018-01-02 10:29:00
48,1,2018-02-16 07:41:00
48,2,2018-08-03 17:19:00
48,3,2018-09-05 14:08:00
49,0,2018-01-02 10:30:00
49,1,2018-02-13 09:20:00
49,2,2018-02-14 11:09:00
49,3,2018-05-04 15:50:00
50,0,2018-01-02 10:30:00
50,1,2018-02-15 10:42:00
50,2,2018-02-16 09:59:00
50,3,2018-05-04 15:48:00
51,0,2018-01-02 10:47:00
51,1,2018-01-02 23:22:00
51,2,2018-07-26 12:48:00
51,3,2018-07-27 16:57:00
52,0,2018-01-02 10:50:00
52,1,2018-12-02 18:08:00
53,0,2018-01-02 10:50:00
53,1,2018-12-02 18:06:00
54,0,2018-01-02 10:59:00
54,1,2018-02-22 10:39:00
54,3,2018-04-19 14:46:00
54,2,2018-08-03 12:01:00
55,0,2018-01-02 11:01:00
55,1,2018-02-22 14:52:00
55,2,2018-02-24 08:53:00
55,3,2018-07-06 13:10:00
56,21,2018-01-02 11:01:00
56,2,2018-02-26 13:08:00
56,3,2018-03-29 15:08:00
56,1,2018-05-02 10:55:00
57,0,2018-01-02 11:01:00
57,1,2018-02-27 16:41:00
57,3,2018-04-26 11:12:00
57,2,2018-09-03 10:03:00
58,0,2018-01-02 11:01:00
58,1,2018-02-22 14:52:00
58,2,2018-02-24 08:53:00
58,3,2018-07-06 13:10:00
59,0,2018-01-02 11:01:00
59,1,2018-02-22 14:52:00
59,2,2018-02-24 08:53:00
59,3,2018-07-06 13:10:00
60,0,2018-01-02 11:03:00
60,1,2018-02-13 14:54:00
60,3,2018-03-29 15:07:00
60,2,2018-05-03 18:06:00
61,0,2018-01-02 11:03:00
61,1,2018-02-13 14:54:00
61,3,2018-03-29 15:07:00
61,2,2018-05-03 18:05:00
62,0,2018-01-02 11:22:00
62,2,2018-07-02 17:58:00
62,1,2018-08-02 07:44:00
62,9,2018-08-02 16:49:00
62,3,2018-09-03 14:51:00
63,0,2018-01-02 11:36:00
63,1,2018-02-19 13:41:00
63,3,2018-05-24 13:32:00
64,0,2018-01-02 11:49:00
64,2,2018-03-15 11:32:00
64,9,2018-03-16 16:57:00
64,3,2018-04-26 11:11:00
65,0,2018-01-02 11:49:00
65,9,2018-03-16 16:20:00
65,3,2018-03-29 15:06:00
65,2,2018-07-03 15:20:00
66,0,2018-01-02 11:50:00
66,1,2018-06-02 14:03:00
67,0,2018-01-02 11:50:00
67,2,2018-03-27 15:44:00
67,3,2018-05-24 13:32:00
67,1,2018-12-03 10:13:00
68,0,2018-01-02 12:01:00
68,9,2018-03-15 17:36:00
68,1,2018-08-02 09:04:00
68,2,2018-09-03 10:39:00
68,3,2018-09-05 14:11:00
69,0,2018-01-02 12:01:00
69,9,2018-03-15 17:36:00
69,1,2018-08-02 09:10:00
69,2,2018-09-03 10:39:00
69,3,2018-09-05 14:11:00
70,0,2018-01-02 12:51:00
70,3,2018-03-29 15:06:00
70,1,2018-06-02 09:21:00
70,2,2018-09-02 12:56:00
71,0,2018-01-02 12:57:00
71,3,2018-05-04 15:50:00
71,1,2018-09-02 09:33:00
71,2,2018-09-02 12:26:00
72,0,2018-01-02 12:57:00
72,1,2018-02-15 12:37:00
72,2,2018-02-24 10:39:00
72,3,2018-05-04 15:50:00
73,0,2018-01-02 12:57:00
73,1,2018-02-15 12:17:00
73,2,2018-02-24 10:39:00
73,3,2018-05-04 15:50:00
74,0,2018-01-02 13:02:00
74,3,2018-01-03 14:05:00
74,2,2018-02-27 14:10:00
75,0,2018-01-02 13:29:00
75,2,2018-03-28 18:03:00
75,9,2018-04-04 06:54:00
75,3,2018-07-06 13:11:00
76,0,2018-01-02 13:29:00
76,2,2018-03-28 18:03:00
76,9,2018-04-04 06:54:00
76,3,2018-07-06 13:11:00
77,0,2018-01-02 13:31:00
77,3,2018-05-04 15:49:00
77,1,2018-09-02 14:21:00
77,2,2018-10-02 12:15:00
78,0,2018-01-02 13:31:00
78,3,2018-05-04 15:49:00
78,1,2018-09-02 14:22:00
78,2,2018-10-02 12:13:00
79,0,2018-01-02 13:53:00
79,15,2018-01-02 14:45:00
80,0,2018-01-02 14:06:00
80,1,2018-07-02 09:39:00
81,0,2018-01-02 14:13:00
81,3,2018-03-22 13:32:00
81,2,2018-07-03 10:10:00
82,0,2018-01-02 14:44:00
82,17,2018-03-26 13:52:00
82,1,2018-03-26 14:33:00
82,2,2018-06-04 16:57:00
82,3,2018-07-06 13:11:00
83,0,2018-01-02 14:44:00
83,1,2018-03-14 20:31:00
83,2,2018-03-28 11:11:00
83,3,2018-07-06 13:11:00
84,0,2018-01-02 15:09:00
84,21,2018-01-02 15:14:00
84,2,2018-02-15 17:14:00
84,9,2018-02-17 05:57:00
84,3,2018-04-26 11:14:00
84,1,2018-06-02 07:39:00
85,0,2018-01-02 15:10:00
85,1,2018-02-21 11:09:00
85,2,2018-02-24 09:14:00
85,3,2018-07-06 13:10:00
86,0,2018-01-02 15:10:00
86,1,2018-02-21 11:09:00
86,2,2018-02-24 09:14:00
86,3,2018-07-06 13:10:00
87,0,2018-01-02 15:31:00
87,1,2018-03-23 08:30:00
87,2,2018-03-28 12:19:00
87,3,2018-09-05 14:09:00
88,0,2018-01-02 15:38:00
88,2,2018-03-14 16:04:00
88,3,2018-04-26 11:14:00
89,0,2018-01-02 15:38:00
89,2,2018-06-26 06:32:00
89,9,2018-06-29 09:20:00
89,3,2018-06-29 11:23:00
89,3,2018-08-30 15:39:00
89,7,2018-09-07 17:12:00
90,0,2018-01-02 15:38:00
90,2,2018-03-14 18:06:00
90,3,2018-05-24 13:35:00
91,0,2018-01-02 15:38:00
91,2,2018-03-14 14:41:00
91,3,2018-05-24 13:35:00
92,0,2018-01-02 15:38:00
92,17,2018-02-20 14:15:00
92,7,2018-06-27 16:30:00
92,3,2018-06-27 16:31:00
92,2,2018-06-27 16:35:00
92,9,2018-06-28 12:42:00
92,3,2018-06-29 11:23:00
92,2,2018-12-03 14:28:00
93,0,2018-01-02 15:38:00
93,2,2018-02-23 10:03:00
93,8,2018-03-13 17:39:00
93,17,2018-03-13 17:39:00
93,2,2018-03-14 11:24:00
93,2,2018-03-14 14:41:00
93,3,2018-04-26 11:14:00
93,3,2018-05-24 13:35:00
93,9,2018-06-03 16:58:00
94,0,2018-01-02 15:38:00
94,8,2018-04-23 11:21:00
95,0,2018-01-02 15:38:00
95,3,2018-04-26 11:14:00
95,2,2018-08-03 09:53:00
96,0,2018-01-02 15:38:00
96,2,2018-03-14 14:41:00
96,3,2018-05-24 13:35:00
96,7,2018-06-27 16:30:00
96,3,2018-06-27 16:31:00
96,2,2018-06-27 16:35:00
96,9,2018-06-28 12:42:00
96,3,2018-06-29 11:23:00
96,2,2018-12-03 14:28:00
97,0,2018-01-02 15:58:00
97,1,2018-03-27 12:51:00
97,2,2018-03-28 05:11:00
97,3,2018-04-19 14:47:00
98,0,2018-01-02 16:01:00
98,1,2018-02-14 10:05:00
98,9,2018-03-15 17:27:00
98,3,2018-05-04 15:48:00
98,2,2018-09-03 18:13:00
99,0,2018-01-02 16:10:00
99,21,2018-01-02 16:33:00
99,3,2018-03-29 15:08:00
99,1,2018-06-02 11:52:00
99,2,2018-08-02 10:21:00
99,9,2018-12-02 16:42:00
100,0,2018-01-02 16:10:00
100,3,2018-04-26 11:15:00
100,2,2018-05-04 16:02:00
101,0,2018-01-02 16:10:00
101,2,2018-03-19 12:50:00
101,3,2018-04-26 11:15:00
101,1,2018-07-02 16:26:00
102,0,2018-01-02 16:10:00
102,2,2018-03-19 12:50:00
102,3,2018-04-26 11:15:00
102,1,2018-07-02 16:38:00
103,0,2018-01-02 16:10:00
103,2,2018-03-19 12:50:00
103,3,2018-04-26 11:15:00
103,1,2018-07-02 16:38:00
104,0,2018-01-02 16:26:00
104,2,2018-03-17 10:25:00
104,1,2018-06-03 08:43:00
104,3,2018-07-06 13:11:00
105,0,2018-01-02 16:28:00
105,1,2018-03-15 12:12:00
105,2,2018-03-26 10:37:00
105,3,2018-06-14 15:01:00
105,3,2018-07-06 13:12:00
106,0,2018-01-02 17:16:00
106,1,2018-02-15 15:48:00
106,2,2018-02-16 09:14:00
106,3,2018-07-06 13:10:00
107,0,2018-01-02 17:16:00
107,1,2018-02-15 15:48:00
107,2,2018-02-19 07:52:00
107,9,2018-02-22 17:06:00
107,3,2018-07-06 13:10:00
108,0,2018-01-02 17:16:00
108,2,2018-02-19 07:22:00
108,1,2018-02-20 15:35:00
108,9,2018-03-28 17:30:00
108,3,2018-07-06 13:10:00
109,0,2018-01-02 17:16:00
109,1,2018-02-20 15:35:00
109,3,2018-07-06 13:10:00
110,0,2018-01-02 17:16:00
110,2,2018-02-19 07:22:00
110,1,2018-02-20 15:35:00
110,9,2018-03-28 17:30:00
110,3,2018-07-06 13:10:00
111,0,2018-01-02 17:16:00
111,1,2018-02-15 15:48:00
111,2,2018-02-19 07:52:00
111,9,2018-02-22 17:06:00
111,3,2018-07-06 13:10:00
112,0,2018-01-02 17:16:00
112,1,2018-02-20 16:14:00
112,2,2018-02-24 08:19:00
112,3,2018-07-06 13:10:00
113,0,2018-01-02 17:26:00
113,2,2018-02-17 08:10:00
113,8,2018-02-21 10:22:00
113,3,2018-04-26 11:16:00
114,0,2018-01-02 17:26:00
114,2,2018-02-22 12:05:00
114,3,2018-04-26 11:16:00
115,0,2018-01-02 17:49:00
115,1,2018-01-03 09:35:00
115,3,2018-04-26 11:16:00
115,2,2018-10-03 07:28:00
116,0,2018-01-02 17:49:00
116,1,2018-02-19 14:13:00
116,3,2018-04-26 11:16:00
116,17,2018-06-02 12:19:00
117,0,2018-01-03 07:31:00
117,2,2018-03-22 17:46:00
117,3,2018-04-26 11:13:00
117,1,2018-06-03 10:30:00
118,0,2018-01-03 07:31:00
118,2,2018-03-22 17:46:00
118,3,2018-04-26 11:13:00
118,1,2018-06-03 10:30:00
119,0,2018-01-03 07:31:00
119,2,2018-03-22 17:46:00
119,14,2018-04-16 13:14:00
119,3,2018-04-26 11:13:00
119,1,2018-06-03 10:30:00
120,0,2018-01-03 07:43:00
120,1,2018-02-03 17:28:00
120,2,2018-03-21 16:37:00
120,14,2018-03-22 07:39:00
120,3,2018-04-19 14:46:00
121,0,2018-01-03 07:43:00
121,1,2018-02-03 17:28:00
121,2,2018-03-21 16:37:00
121,3,2018-04-19 14:46:00
122,0,2018-01-03 07:46:00
122,2,2018-03-15 15:04:00
122,14,2018-05-03 08:58:00
122,1,2018-07-03 08:07:00
122,3,2018-09-05 14:09:00
123,0,2018-01-03 07:51:00
123,3,2018-03-22 13:32:00
123,1,2018-05-03 17:34:00
123,2,2018-06-03 13:16:00
124,0,2018-01-03 07:51:00
124,3,2018-03-22 13:32:00
124,1,2018-05-03 17:34:00
124,2,2018-06-03 13:16:00
125,0,2018-01-03 07:51:00
125,3,2018-03-22 13:32:00
125,1,2018-05-03 17:34:00
125,2,2018-06-03 13:16:00
126,0,2018-01-03 08:30:00
126,3,2018-04-26 11:11:00
126,1,2018-06-03 07:46:00
126,2,2018-10-03 08:02:00
127,0,2018-01-03 08:30:00
127,3,2018-04-26 11:11:00
127,1,2018-06-03 07:46:00
127,2,2018-10-03 08:02:00
128,0,2018-01-03 08:30:00
128,3,2018-04-26 11:11:00
128,1,2018-06-03 07:46:00
128,2,2018-10-03 08:02:00
129,0,2018-01-03 08:30:00
129,3,2018-04-26 11:11:00
129,1,2018-06-03 07:46:00
129,2,2018-10-03 08:02:00
130,0,2018-01-03 08:31:00
130,2,2018-03-20 15:17:00
130,3,2018-04-26 11:12:00
130,1,2018-07-03 10:23:00
131,0,2018-01-03 08:59:00
131,1,2018-03-19 11:55:00
131,2,2018-03-19 15:22:00
131,3,2018-05-07 14:10:00
132,0,2018-01-03 09:31:00
132,1,2018-04-16 11:38:00
132,3,2018-06-28 14:03:00
132,2,2018-07-06 10:55:00
133,0,2018-01-03 09:31:00
133,1,2018-03-13 10:21:00
133,2,2018-03-22 15:22:00
133,3,2018-05-24 13:33:00
134,0,2018-01-03 09:34:00
134,1,2018-05-15 08:57:00
135,0,2018-01-03 09:35:00
135,17,2018-03-20 16:50:00
135,2,2018-03-23 12:03:00
135,1,2018-03-26 18:07:00
135,3,2018-05-07 14:10:00
136,0,2018-01-03 09:35:00
136,2,2018-03-23 12:03:00
136,1,2018-03-26 18:07:00
136,3,2018-05-07 14:10:00
137,0,2018-01-03 09:35:00
137,2,2018-03-23 12:03:00
137,1,2018-03-26 18:07:00
137,3,2018-05-07 14:10:00
138,0,2018-01-03 09:38:00
138,1,2018-03-15 18:47:00
138,2,2018-03-16 14:55:00
138,3,2018-06-28 14:03:00
139,0,2018-01-03 09:42:00
139,1,2018-03-14 12:33:00
139,2,2018-03-22 13:45:00
139,3,2018-05-24 13:36:00
140,0,2018-01-03 09:54:00
140,1,2018-03-21 07:48:00
140,2,2018-03-23 16:25:00
140,3,2018-09-05 14:09:00
141,0,2018-01-03 10:00:00
141,21,2018-01-03 11:56:00
141,2,2018-03-22 10:10:00
141,1,2018-06-03 11:37:00
141,3,2018-09-05 14:11:00
142,0,2018-01-03 10:01:00
142,1,2018-03-13 14:50:00
142,2,2018-03-27 15:10:00
142,3,2018-09-05 14:11:00
143,0,2018-01-03 10:03:00
143,1,2018-03-28 15:54:00
143,2,2018-03-30 16:21:00
143,3,2018-09-05 14:09:00
144,1,2018-01-03 10:08:00
144,3,2018-04-26 11:14:00
144,2,2018-06-03 12:45:00
145,21,2018-01-03 10:10:00
145,1,2018-06-03 14:27:00
145,3,2018-06-28 14:04:00
146,21,2018-01-03 10:11:00
146,1,2018-06-03 14:27:00
146,3,2018-06-28 14:04:00
147,0,2018-01-03 10:11:00
147,3,2018-04-13 11:08:00
147,2,2018-12-03 14:59:00
148,0,2018-01-03 10:19:00
148,15,2018-01-03 11:12:00
149,0,2018-01-03 10:30:00
149,1,2018-03-16 07:58:00
149,2,2018-03-22 10:25:00
149,3,2018-04-26 11:11:00
150,0,2018-01-03 10:33:00
150,2,2018-07-16 13:32:00
150,17,2018-09-04 13:03:00
150,3,2018-09-08 14:29:00
150,2,2018-12-20 14:31:00
151,0,2018-01-03 10:38:00
151,2,2018-03-16 17:06:00
151,3,2018-04-26 11:16:00
152,0,2018-01-03 10:38:00
152,2,2018-03-16 17:06:00
152,3,2018-04-26 11:16:00
153,0,2018-01-03 10:40:00
153,3,2018-04-26 11:13:00
153,1,2018-06-03 08:18:00
153,2,2018-10-03 11:18:00
154,0,2018-01-03 10:44:00
154,17,2018-03-13 15:31:00
154,1,2018-03-14 12:16:00
154,2,2018-05-04 06:16:00
154,3,2018-06-28 14:03:00
155,0,2018-01-03 10:45:00
155,1,2018-03-19 13:55:00
155,2,2018-03-21 11:14:00
155,3,2018-06-28 14:03:00
156,0,2018-01-03 10:45:00
156,1,2018-03-21 13:14:00
156,2,2018-03-24 11:22:00
156,3,2018-06-28 14:03:00
157,0,2018-01-03 10:45:00
157,1,2018-03-19 13:55:00
157,2,2018-03-21 11:14:00
157,3,2018-06-28 14:03:00
158,0,2018-01-03 10:45:00
158,1,2018-03-13 14:05:00
158,2,2018-03-24 09:59:00
158,3,2018-04-26 11:12:00
159,0,2018-01-03 10:45:00
159,1,2018-03-19 13:58:00
159,2,2018-03-22 10:35:00
159,9,2018-04-16 17:28:00
159,3,2018-06-28 14:03:00
160,0,2018-01-03 10:46:00
160,21,2018-01-03 11:55:00
160,3,2018-05-24 13:34:00
160,1,2018-08-03 07:44:00
160,2,2018-10-03 12:31:00
161,0,2018-01-03 10:47:00
161,2,2018-03-13 18:15:00
161,3,2018-04-26 11:14:00
161,1,2018-06-03 11:37:00
162,0,2018-01-03 10:49:00
162,2,2018-06-14 06:49:00
162,9,2018-06-19 14:25:00
162,3,2018-06-21 12:42:00
163,0,2018-01-03 10:49:00
164,0,2018-01-03 10:53:00
164,1,2018-07-03 09:55:00
165,0,2018-01-03 11:03:00
165,2,2018-03-27 11:50:00
165,1,2018-09-03 13:31:00
165,3,2018-12-07 12:55:00
166,0,2018-01-03 11:03:00
166,2,2018-03-27 11:50:00
166,1,2018-09-03 12:48:00
166,3,2018-12-07 12:55:00
167,0,2018-01-03 11:03:00
167,2,2018-03-27 11:50:00
167,1,2018-09-03 11:17:00
167,3,2018-12-07 12:55:00
168,0,2018-01-03 11:12:00
168,1,2018-03-15 14:53:00
168,2,2018-03-16 10:31:00
168,3,2018-05-07 14:10:00
169,0,2018-01-03 11:12:00
169,1,2018-03-28 07:41:00
169,3,2018-04-26 11:13:00
169,2,2018-09-04 15:10:00
170,0,2018-01-03 11:12:00
170,1,2018-03-13 16:01:00
170,2,2018-03-13 17:22:00
170,3,2018-05-07 14:10:00
171,0,2018-01-03 11:12:00
171,1,2018-03-13 16:01:00
171,2,2018-03-14 12:30:00
171,3,2018-05-07 14:10:00
172,0,2018-01-03 11:12:00
172,1,2018-03-15 14:53:00
172,2,2018-03-16 10:31:00
172,3,2018-05-07 14:10:00
173,21,2018-01-03 11:20:00
173,2,2018-03-19 10:55:00
173,3,2018-04-26 11:13:00
173,1,2018-06-03 14:21:00
174,21,2018-01-03 11:20:00
174,2,2018-03-19 10:55:00
174,3,2018-04-26 11:13:00
174,1,2018-06-03 14:21:00
175,0,2018-01-03 11:26:00
175,2,2018-05-18 12:46:00
175,3,2018-05-24 13:36:00
176,0,2018-01-03 11:54:00
176,2,2018-03-16 17:09:00
176,3,2018-09-05 14:10:00
177,0,2018-01-03 11:54:00
177,1,2018-03-16 05:58:00
177,2,2018-03-20 09:53:00
177,3,2018-09-05 14:08:00
178,0,2018-01-03 11:54:00
178,2,2018-03-16 17:09:00
178,3,2018-09-05 14:10:00
179,0,2018-01-03 12:21:00
179,21,2018-01-03 13:01:00
179,1,2018-03-13 07:32:00
179,2,2018-03-13 13:54:00
179,3,2018-05-24 13:34:00
180,0,2018-01-03 12:24:00
180,21,2018-01-03 14:24:00
180,1,2018-06-03 10:00:00
180,3,2018-06-28 14:04:00
180,2,2018-10-03 12:36:00
181,0,2018-01-03 12:52:00
181,2,2018-07-20 16:49:00
181,3,2018-09-08 14:29:00
181,1,2018-12-03 14:34:00
182,1,2018-01-03 13:02:00
182,3,2018-05-24 13:32:00
182,2,2018-06-03 12:31:00
183,1,2018-01-03 13:03:00
183,2,2018-05-03 15:14:00
183,3,2018-05-24 13:32:00
184,1,2018-01-03 13:04:00
184,2,2018-05-03 15:12:00
184,3,2018-05-24 13:32:00
185,1,2018-01-03 13:06:00
185,2,2018-05-03 15:50:00
185,3,2018-05-24 13:32:00
186,1,2018-01-03 13:06:00
186,2,2018-05-03 15:52:00
186,3,2018-05-24 13:32:00
187,0,2018-01-03 13:06:00
187,2,2018-03-19 14:16:00
187,1,2018-03-21 06:50:00
187,3,2018-05-24 13:32:00
187,9,2018-11-04 17:58:00
188,1,2018-01-03 13:07:00
188,3,2018-05-24 13:32:00
188,2,2018-06-03 14:40:00
189,1,2018-01-03 13:07:00
189,2,2018-05-03 15:54:00
189,3,2018-05-24 13:32:00
190,0,2018-01-03 13:16:00
190,2,2018-03-15 10:53:00
190,3,2018-09-05 14:12:00
191,0,2018-01-03 13:37:00
191,1,2018-03-15 13:28:00
191,2,2018-03-20 10:30:00
191,9,2018-03-20 16:10:00
191,3,2018-05-24 13:33:00
191,1,2018-10-10 14:12:00
192,0,2018-01-03 13:43:00
192,9,2018-03-04 06:40:00
192,1,2018-03-21 09:16:00
192,2,2018-03-30 12:52:00
192,3,2018-05-24 13:33:00
193,0,2018-01-03 13:46:00
193,2,2018-03-23 11:44:00
193,3,2018-05-24 13:35:00
193,1,2018-12-03 10:12:00
194,0,2018-01-03 13:47:00
194,1,2018-08-03 13:32:00
195,0,2018-01-03 13:49:00
195,1,2018-03-28 20:44:00
196,0,2018-01-03 13:49:00
196,1,2018-03-21 19:06:00
196,15,2018-03-27 13:14:00
196,22,2018-03-27 13:15:00
197,0,2018-01-03 13:49:00
197,1,2018-03-21 19:06:00
198,0,2018-01-03 13:50:00
198,1,2018-03-15 10:16:00
199,0,2018-01-03 13:57:00
199,1,2018-03-23 08:59:00
199,2,2018-03-29 10:11:00
199,2,2018-03-29 14:37:00
199,1,2018-04-27 12:38:00
199,1,2018-05-04 10:18:00
199,6,2018-05-04 10:21:00
199,3,2018-05-15 12:12:00
199,9,2018-07-05 17:35:00
199,3,2018-10-04 13:11:00
200,0,2018-01-03 14:06:00
200,1,2018-03-14 13:56:00
200,2,2018-03-15 13:10:00
200,3,2018-05-04 15:49:00
201,0,2018-01-03 14:31:00
201,1,2018-03-19 12:48:00
201,1,2018-03-21 18:04:00
